Zeitstempel,Zeitstempel,Pegelstand [cm]
1977-09-25,1977-09-25,800.0
1977-09-26,1977-09-26,800.0
1977-09-27,1977-09-27,802.0
1977-09-28,1977-09-28,802.0
1977-09-29,1977-09-29,802.0
1977-09-30,1977-09-30,802.0
1977-10-01,1977-10-01,802.0
1977-10-02,1977-10-02,802.0
1977-10-03,1977-10-03,804.0
1977-10-04,1977-10-04,806.0
1977-10-05,1977-10-05,806.0
1977-10-06,1977-10-06,806.0
1977-10-07,1977-10-07,806.0
1977-10-08,1977-10-08,808.0
1977-10-09,1977-10-09,808.0
1977-10-10,1977-10-10,808.0
1977-10-11,1977-10-11,810.0
1977-10-12,1977-10-12,810.0
1977-10-13,1977-10-13,812.0
1977-10-14,1977-10-14,812.0
1977-10-15,1977-10-15,814.0
1977-10-16,1977-10-16,814.0
1977-10-17,1977-10-17,814.0
1977-10-18,1977-10-18,816.0
1977-10-19,1977-10-19,816.0
1977-10-20,1977-10-20,818.0
1977-10-21,1977-10-21,818.0
1977-10-22,1977-10-22,818.0
1977-10-23,1977-10-23,820.0
1977-10-24,1977-10-24,820.0
1977-10-25,1977-10-25,822.0
1977-10-26,1977-10-26,822.0
1977-10-27,1977-10-27,822.0
1977-10-28,1977-10-28,824.0
1977-10-29,1977-10-29,824.0
1977-10-30,1977-10-30,824.0
1977-10-31,1977-10-31,824.0
1977-11-01,1977-11-01,824.0
1977-11-02,1977-11-02,826.0
1977-11-03,1977-11-03,826.0
1977-11-04,1977-11-04,826.0
1977-11-05,1977-11-05,826.0
1977-11-06,1977-11-06,826.0
1977-11-07,1977-11-07,826.0
1977-11-08,1977-11-08,826.0
1977-11-09,1977-11-09,826.0
1977-11-10,1977-11-10,826.0
1977-11-11,1977-11-11,826.0
1977-11-12,1977-11-12,826.0
1977-11-13,1977-11-13,826.0
1977-11-14,1977-11-14,826.0
1977-11-15,1977-11-15,826.0
1977-11-16,1977-11-16,826.0
1977-11-17,1977-11-17,828.0
1977-11-18,1977-11-18,828.0
1977-11-19,1977-11-19,826.0
1977-11-20,1977-11-20,828.0
1977-11-21,1977-11-21,828.0
1977-11-22,1977-11-22,826.0
1977-11-23,1977-11-23,826.0
1977-11-24,1977-11-24,828.0
1977-11-25,1977-11-25,828.0
1977-11-26,1977-11-26,826.0
1977-11-27,1977-11-27,828.0
1977-11-28,1977-11-28,826.0
1977-11-29,1977-11-29,828.0
1977-11-30,1977-11-30,828.0
1977-12-01,1977-12-01,826.0
1977-12-02,1977-12-02,828.0
1977-12-03,1977-12-03,828.0
1977-12-04,1977-12-04,828.0
1977-12-05,1977-12-05,828.0
1977-12-06,1977-12-06,826.0
1977-12-07,1977-12-07,828.0
1977-12-08,1977-12-08,826.0
1977-12-09,1977-12-09,826.0
1977-12-10,1977-12-10,826.0
1977-12-11,1977-12-11,828.0
1977-12-12,1977-12-12,826.0
1977-12-13,1977-12-13,826.0
1977-12-14,1977-12-14,826.0
1977-12-15,1977-12-15,826.0
1977-12-16,1977-12-16,826.0
1977-12-17,1977-12-17,826.0
1977-12-18,1977-12-18,826.0
1977-12-19,1977-12-19,826.0
1977-12-20,1977-12-20,826.0
1977-12-21,1977-12-21,826.0
1977-12-22,1977-12-22,828.0
1977-12-23,1977-12-23,826.0
1977-12-24,1977-12-24,826.0
1977-12-25,1977-12-25,826.0
1977-12-26,1977-12-26,826.0
1977-12-27,1977-12-27,826.0
1977-12-28,1977-12-28,826.0
1977-12-29,1977-12-29,826.0
1977-12-30,1977-12-30,826.0
1977-12-31,1977-12-31,826.0
1978-01-01,1978-01-01,826.0
1978-01-02,1978-01-02,826.0
1978-01-03,1978-01-03,826.0
1978-01-04,1978-01-04,826.0
1978-01-05,1978-01-05,826.0
1978-01-06,1978-01-06,826.0
1978-01-07,1978-01-07,826.0
1978-01-08,1978-01-08,828.0
1978-01-09,1978-01-09,828.0
1978-01-10,1978-01-10,828.0
1978-01-11,1978-01-11,828.0
1978-01-12,1978-01-12,828.0
1978-01-13,1978-01-13,828.0
1978-01-14,1978-01-14,828.0
1978-01-15,1978-01-15,828.0
1978-01-16,1978-01-16,828.0
1978-01-17,1978-01-17,828.0
1978-01-18,1978-01-18,828.0
1978-01-19,1978-01-19,828.0
1978-01-20,1978-01-20,828.0
1978-01-21,1978-01-21,826.0
1978-01-22,1978-01-22,826.0
1978-01-23,1978-01-23,826.0
1978-01-24,1978-01-24,826.0
1978-01-25,1978-01-25,826.0
1978-01-26,1978-01-26,828.0
1978-01-27,1978-01-27,826.0
1978-01-28,1978-01-28,828.0
1978-01-29,1978-01-29,828.0
1978-01-30,1978-01-30,828.0
1978-01-31,1978-01-31,828.0
1978-02-01,1978-02-01,828.0
1978-02-02,1978-02-02,828.0
1978-02-03,1978-02-03,828.0
1978-02-04,1978-02-04,830.0
1978-02-05,1978-02-05,828.0
1978-02-06,1978-02-06,828.0
1978-02-07,1978-02-07,828.0
1978-02-08,1978-02-08,830.0
1978-02-09,1978-02-09,828.0
1978-02-10,1978-02-10,828.0
1978-02-11,1978-02-11,828.0
1978-02-12,1978-02-12,828.0
1978-02-13,1978-02-13,830.0
1978-02-14,1978-02-14,830.0
1978-02-15,1978-02-15,830.0
1978-02-16,1978-02-16,830.0
1978-02-17,1978-02-17,830.0
1978-02-18,1978-02-18,830.0
1978-02-19,1978-02-19,832.0
1978-02-20,1978-02-20,832.0
1978-02-21,1978-02-21,832.0
1978-02-22,1978-02-22,832.0
1978-02-23,1978-02-23,832.0
1978-02-24,1978-02-24,832.0
1978-02-25,1978-02-25,832.0
1978-02-26,1978-02-26,832.0
1978-02-27,1978-02-27,834.0
1978-02-28,1978-02-28,832.0
1978-03-01,1978-03-01,832.0
1978-03-02,1978-03-02,832.0
1978-03-03,1978-03-03,830.0
1978-03-04,1978-03-04,830.0
1978-03-05,1978-03-05,832.0
1978-03-06,1978-03-06,832.0
1978-03-07,1978-03-07,832.0
1978-03-08,1978-03-08,832.0
1978-03-09,1978-03-09,832.0
1978-03-10,1978-03-10,832.0
1978-03-11,1978-03-11,832.0
1978-03-12,1978-03-12,832.0
1978-03-13,1978-03-13,832.0
1978-03-14,1978-03-14,832.0
1978-03-15,1978-03-15,832.0
1978-03-16,1978-03-16,832.0
1978-03-17,1978-03-17,832.0
1978-03-18,1978-03-18,832.0
1978-03-19,1978-03-19,834.0
1978-03-20,1978-03-20,834.0
1978-03-21,1978-03-21,834.0
1978-03-22,1978-03-22,834.0
1978-03-23,1978-03-23,834.0
1978-03-24,1978-03-24,832.0
1978-03-25,1978-03-25,832.0
1978-03-26,1978-03-26,832.0
1978-03-27,1978-03-27,832.0
1978-03-28,1978-03-28,832.0
1978-03-29,1978-03-29,832.0
1978-03-30,1978-03-30,832.0
1978-03-31,1978-03-31,832.0
1978-04-01,1978-04-01,832.0
1978-04-02,1978-04-02,832.0
1978-04-03,1978-04-03,832.0
1978-04-04,1978-04-04,832.0
1978-04-05,1978-04-05,832.0
1978-04-06,1978-04-06,832.0
1978-04-07,1978-04-07,832.0
1978-04-08,1978-04-08,832.0
1978-04-09,1978-04-09,832.0
1978-04-10,1978-04-10,832.0
1978-04-11,1978-04-11,832.0
1978-04-12,1978-04-12,830.0
1978-04-13,1978-04-13,832.0
1978-04-14,1978-04-14,830.0
1978-04-15,1978-04-15,830.0
1978-04-16,1978-04-16,830.0
1978-04-17,1978-04-17,830.0
1978-04-18,1978-04-18,830.0
1978-04-19,1978-04-19,830.0
1978-04-20,1978-04-20,830.0
1978-04-21,1978-04-21,830.0
1978-04-22,1978-04-22,830.0
1978-04-23,1978-04-23,830.0
1978-04-24,1978-04-24,826.0
1978-04-25,1978-04-25,826.0
1978-04-26,1978-04-26,826.0
1978-04-27,1978-04-27,828.0
1978-04-28,1978-04-28,828.0
1978-04-29,1978-04-29,826.0
1978-04-30,1978-04-30,826.0
1978-05-01,1978-05-01,826.0
1978-05-02,1978-05-02,826.0
1978-05-03,1978-05-03,826.0
1978-05-04,1978-05-04,826.0
1978-05-05,1978-05-05,826.0
1978-05-06,1978-05-06,826.0
1978-05-07,1978-05-07,824.0
1978-05-08,1978-05-08,824.0
1978-05-09,1978-05-09,824.0
1978-05-10,1978-05-10,822.0
1978-05-11,1978-05-11,822.0
1978-05-12,1978-05-12,822.0
1978-05-13,1978-05-13,822.0
1978-05-14,1978-05-14,820.0
1978-05-15,1978-05-15,820.0
1978-05-16,1978-05-16,820.0
1978-05-17,1978-05-17,820.0
1978-05-18,1978-05-18,820.0
1978-05-19,1978-05-19,818.0
1978-05-20,1978-05-20,818.0
1978-05-21,1978-05-21,818.0
1978-05-22,1978-05-22,818.0
1978-05-23,1978-05-23,818.0
1978-05-24,1978-05-24,818.0
1978-05-25,1978-05-25,818.0
1978-05-26,1978-05-26,818.0
1978-05-27,1978-05-27,818.0
1978-05-28,1978-05-28,816.0
1978-05-29,1978-05-29,814.0
1978-05-30,1978-05-30,812.0
1978-05-31,1978-05-31,814.0
1978-06-01,1978-06-01,814.0
1978-06-02,1978-06-02,814.0
1978-06-03,1978-06-03,814.0
1978-06-04,1978-06-04,812.0
1978-06-05,1978-06-05,812.0
1978-06-06,1978-06-06,812.0
1978-06-07,1978-06-07,812.0
1978-06-08,1978-06-08,810.0
1978-06-09,1978-06-09,810.0
1978-06-10,1978-06-10,810.0
1978-06-11,1978-06-11,810.0
1978-06-12,1978-06-12,810.0
1978-06-13,1978-06-13,808.0
1978-06-14,1978-06-14,808.0
1978-06-15,1978-06-15,808.0
1978-06-16,1978-06-16,808.0
1978-06-17,1978-06-17,808.0
1978-06-18,1978-06-18,808.0
1978-06-19,1978-06-19,806.0
1978-06-20,1978-06-20,806.0
1978-06-21,1978-06-21,808.0
1978-06-22,1978-06-22,806.0
1978-06-23,1978-06-23,804.0
1978-06-24,1978-06-24,806.0
1978-06-25,1978-06-25,806.0
1978-06-26,1978-06-26,804.0
1978-06-27,1978-06-27,804.0
1978-06-28,1978-06-28,804.0
1978-06-29,1978-06-29,804.0
1978-06-30,1978-06-30,802.0
1978-07-01,1978-07-01,802.0
1978-07-02,1978-07-02,800.0
1978-07-03,1978-07-03,800.0
1978-07-04,1978-07-04,800.0
1978-07-05,1978-07-05,800.0
1978-07-06,1978-07-06,800.0
1978-07-07,1978-07-07,800.0
1978-07-08,1978-07-08,798.0
1978-07-09,1978-07-09,798.0
1978-07-10,1978-07-10,798.0
1978-07-11,1978-07-11,796.0
1978-07-12,1978-07-12,796.0
1978-07-13,1978-07-13,796.0
1978-07-14,1978-07-14,794.0
1978-07-15,1978-07-15,796.0
1978-07-16,1978-07-16,796.0
1978-07-17,1978-07-17,794.0
1978-07-18,1978-07-18,794.0
1978-07-19,1978-07-19,794.0
1978-07-20,1978-07-20,792.0
1978-07-21,1978-07-21,792.0
1978-07-22,1978-07-22,792.0
1978-07-23,1978-07-23,792.0
1978-07-24,1978-07-24,790.0
1978-07-25,1978-07-25,790.0
1978-07-26,1978-07-26,790.0
1978-07-27,1978-07-27,790.0
1978-07-28,1978-07-28,790.0
1978-07-29,1978-07-29,790.0
1978-07-30,1978-07-30,788.0
1978-07-31,1978-07-31,788.0
1978-08-01,1978-08-01,790.0
1978-08-02,1978-08-02,790.0
1978-08-03,1978-08-03,790.0
1978-08-04,1978-08-04,784.0
1978-08-05,1978-08-05,786.0
1978-08-06,1978-08-06,788.0
1978-08-07,1978-08-07,788.0
1978-08-08,1978-08-08,788.0
1978-08-09,1978-08-09,788.0
1978-08-10,1978-08-10,788.0
1978-08-11,1978-08-11,786.0
1978-08-12,1978-08-12,786.0
1978-08-13,1978-08-13,786.0
1978-08-14,1978-08-14,786.0
1978-08-15,1978-08-15,786.0
1978-08-16,1978-08-16,786.0
1978-08-17,1978-08-17,786.0
1978-08-18,1978-08-18,786.0
1978-08-19,1978-08-19,786.0
1978-08-20,1978-08-20,782.0
1978-08-21,1978-08-21,784.0
1978-08-22,1978-08-22,784.0
1978-08-23,1978-08-23,784.0
1978-08-24,1978-08-24,784.0
1978-08-25,1978-08-25,782.0
1978-08-26,1978-08-26,782.0
1978-08-27,1978-08-27,780.0
1978-08-28,1978-08-28,780.0
1978-08-29,1978-08-29,780.0
1978-08-30,1978-08-30,780.0
1978-08-31,1978-08-31,780.0
1978-09-01,1978-09-01,778.0
1978-09-02,1978-09-02,778.0
1978-09-03,1978-09-03,778.0
1978-09-04,1978-09-04,778.0
1978-09-05,1978-09-05,778.0
1978-09-06,1978-09-06,776.0
1978-09-07,1978-09-07,776.0
1978-09-08,1978-09-08,776.0
1978-09-09,1978-09-09,776.0
1978-09-10,1978-09-10,774.0
1978-09-11,1978-09-11,774.0
1978-09-12,1978-09-12,774.0
1978-09-13,1978-09-13,774.0
1978-09-14,1978-09-14,772.0
1978-09-15,1978-09-15,772.0
1978-09-16,1978-09-16,772.0
1978-09-17,1978-09-17,772.0
1978-09-18,1978-09-18,772.0
1978-09-19,1978-09-19,772.0
1978-09-20,1978-09-20,770.0
1978-09-21,1978-09-21,770.0
1978-09-22,1978-09-22,770.0
1978-09-23,1978-09-23,770.0
1978-09-24,1978-09-24,768.0
1978-09-25,1978-09-25,768.0
1978-09-26,1978-09-26,768.0
1978-09-27,1978-09-27,768.0
1978-09-28,1978-09-28,766.0
1978-09-29,1978-09-29,766.0
1978-09-30,1978-09-30,768.0
1978-10-01,1978-10-01,766.0
1978-10-02,1978-10-02,766.0
1978-10-03,1978-10-03,766.0
1978-10-04,1978-10-04,766.0
1978-10-05,1978-10-05,766.0
1978-10-06,1978-10-06,764.0
1978-10-07,1978-10-07,766.0
1978-10-08,1978-10-08,766.0
1978-10-09,1978-10-09,764.0
1978-10-10,1978-10-10,764.0
1978-10-11,1978-10-11,764.0
1978-10-12,1978-10-12,764.0
1978-10-13,1978-10-13,764.0
1978-10-14,1978-10-14,764.0
1978-10-15,1978-10-15,762.0
1978-10-16,1978-10-16,762.0
1978-10-17,1978-10-17,764.0
1978-10-18,1978-10-18,762.0
1978-10-19,1978-10-19,762.0
1978-10-20,1978-10-20,762.0
1978-10-21,1978-10-21,762.0
1978-10-22,1978-10-22,762.0
1978-10-23,1978-10-23,762.0
1978-10-24,1978-10-24,760.0
1978-10-25,1978-10-25,760.0
1978-10-26,1978-10-26,760.0
1978-10-27,1978-10-27,760.0
1978-10-28,1978-10-28,758.0
1978-10-29,1978-10-29,758.0
1978-10-30,1978-10-30,758.0
1978-10-31,1978-10-31,760.0
1978-11-01,1978-11-01,758.0
1978-11-02,1978-11-02,758.0
1978-11-03,1978-11-03,758.0
1978-11-04,1978-11-04,758.0
1978-11-05,1978-11-05,756.0
1978-11-06,1978-11-06,758.0
1978-11-07,1978-11-07,756.0
1978-11-08,1978-11-08,756.0
1978-11-09,1978-11-09,756.0
1978-11-10,1978-11-10,758.0
1978-11-11,1978-11-11,756.0
1978-11-12,1978-11-12,754.0
1978-11-13,1978-11-13,754.0
1978-11-14,1978-11-14,756.0
1978-11-15,1978-11-15,756.0
1978-11-16,1978-11-16,756.0
1978-11-17,1978-11-17,754.0
1978-11-18,1978-11-18,754.0
1978-11-19,1978-11-19,754.0
1978-11-20,1978-11-20,754.0
1978-11-21,1978-11-21,754.0
1978-11-22,1978-11-22,752.0
1978-11-23,1978-11-23,752.0
1978-11-24,1978-11-24,752.0
1978-11-25,1978-11-25,752.0
1978-11-26,1978-11-26,752.0
1978-11-27,1978-11-27,752.0
1978-11-28,1978-11-28,752.0
1978-11-29,1978-11-29,754.0
1978-11-30,1978-11-30,752.0
1978-12-01,1978-12-01,752.0
1978-12-02,1978-12-02,752.0
1978-12-03,1978-12-03,750.0
1978-12-04,1978-12-04,752.0
1978-12-05,1978-12-05,752.0
1978-12-06,1978-12-06,750.0
1978-12-07,1978-12-07,752.0
1978-12-08,1978-12-08,750.0
1978-12-09,1978-12-09,750.0
1978-12-10,1978-12-10,750.0
1978-12-11,1978-12-11,750.0
1978-12-12,1978-12-12,750.0
1978-12-13,1978-12-13,750.0
1978-12-14,1978-12-14,750.0
1978-12-15,1978-12-15,752.0
1978-12-16,1978-12-16,748.0
1978-12-17,1978-12-17,750.0
1978-12-18,1978-12-18,750.0
1978-12-19,1978-12-19,748.0
1978-12-20,1978-12-20,750.0
1978-12-21,1978-12-21,750.0
1978-12-22,1978-12-22,752.0
1978-12-23,1978-12-23,752.0
1978-12-24,1978-12-24,752.0
1978-12-25,1978-12-25,754.0
1978-12-26,1978-12-26,752.0
1978-12-27,1978-12-27,754.0
1978-12-28,1978-12-28,752.0
1978-12-29,1978-12-29,754.0
1978-12-30,1978-12-30,754.0
1978-12-31,1978-12-31,754.0
1979-01-01,1979-01-01,754.0
1979-01-02,1979-01-02,754.0
1979-01-03,1979-01-03,756.0
1979-01-04,1979-01-04,756.0
1979-01-05,1979-01-05,756.0
1979-01-06,1979-01-06,756.0
1979-01-07,1979-01-07,758.0
1979-01-08,1979-01-08,758.0
1979-01-09,1979-01-09,760.0
1979-01-10,1979-01-10,760.0
1979-01-11,1979-01-11,760.0
1979-01-12,1979-01-12,760.0
1979-01-13,1979-01-13,762.0
1979-01-14,1979-01-14,762.0
1979-01-15,1979-01-15,762.0
1979-01-16,1979-01-16,764.0
1979-01-17,1979-01-17,764.0
1979-01-18,1979-01-18,764.0
1979-01-19,1979-01-19,764.0
1979-01-20,1979-01-20,766.0
1979-01-21,1979-01-21,768.0
1979-01-22,1979-01-22,768.0
1979-01-23,1979-01-23,768.0
1979-01-24,1979-01-24,770.0
1979-01-25,1979-01-25,772.0
1979-01-26,1979-01-26,772.0
1979-01-27,1979-01-27,774.0
1979-01-28,1979-01-28,774.0
1979-01-29,1979-01-29,774.0
1979-01-30,1979-01-30,774.0
1979-01-31,1979-01-31,776.0
1979-02-01,1979-02-01,776.0
1979-02-02,1979-02-02,778.0
1979-02-03,1979-02-03,778.0
1979-02-04,1979-02-04,780.0
1979-02-05,1979-02-05,780.0
1979-02-06,1979-02-06,780.0
1979-02-07,1979-02-07,782.0
1979-02-08,1979-02-08,782.0
1979-02-09,1979-02-09,784.0
1979-02-10,1979-02-10,784.0
1979-02-11,1979-02-11,786.0
1979-02-12,1979-02-12,786.0
1979-02-13,1979-02-13,786.0
1979-02-14,1979-02-14,788.0
1979-02-15,1979-02-15,788.0
1979-02-16,1979-02-16,788.0
1979-02-17,1979-02-17,790.0
1979-02-18,1979-02-18,792.0
1979-02-19,1979-02-19,792.0
1979-02-20,1979-02-20,792.0
1979-02-21,1979-02-21,792.0
1979-02-22,1979-02-22,794.0
1979-02-23,1979-02-23,794.0
1979-02-24,1979-02-24,796.0
1979-02-25,1979-02-25,796.0
1979-02-26,1979-02-26,796.0
1979-02-27,1979-02-27,796.0
1979-02-28,1979-02-28,798.0
1979-03-01,1979-03-01,798.0
1979-03-02,1979-03-02,800.0
1979-03-03,1979-03-03,802.0
1979-03-04,1979-03-04,802.0
1979-03-05,1979-03-05,802.0
1979-03-06,1979-03-06,802.0
1979-03-07,1979-03-07,804.0
1979-03-08,1979-03-08,804.0
1979-03-09,1979-03-09,804.0
1979-03-10,1979-03-10,806.0
1979-03-11,1979-03-11,808.0
1979-03-12,1979-03-12,808.0
1979-03-13,1979-03-13,808.0
1979-03-14,1979-03-14,808.0
1979-03-15,1979-03-15,810.0
1979-03-16,1979-03-16,812.0
1979-03-17,1979-03-17,812.0
1979-03-18,1979-03-18,816.0
1979-03-19,1979-03-19,816.0
1979-03-20,1979-03-20,816.0
1979-03-21,1979-03-21,816.0
1979-03-22,1979-03-22,818.0
1979-03-23,1979-03-23,820.0
1979-03-24,1979-03-24,820.0
1979-03-25,1979-03-25,820.0
1979-03-26,1979-03-26,822.0
1979-03-27,1979-03-27,822.0
1979-03-28,1979-03-28,824.0
1979-03-29,1979-03-29,824.0
1979-03-30,1979-03-30,824.0
1979-03-31,1979-03-31,826.0
1979-04-01,1979-04-01,826.0
1979-04-02,1979-04-02,828.0
1979-04-03,1979-04-03,830.0
1979-04-04,1979-04-04,830.0
1979-04-05,1979-04-05,830.0
1979-04-06,1979-04-06,830.0
1979-04-07,1979-04-07,832.0
1979-04-08,1979-04-08,832.0
1979-04-09,1979-04-09,834.0
1979-04-10,1979-04-10,834.0
1979-04-11,1979-04-11,834.0
1979-04-12,1979-04-12,834.0
1979-04-13,1979-04-13,834.0
1979-04-14,1979-04-14,834.0
1979-04-15,1979-04-15,836.0
1979-04-16,1979-04-16,838.0
1979-04-17,1979-04-17,838.0
1979-04-18,1979-04-18,838.0
1979-04-19,1979-04-19,838.0
1979-04-20,1979-04-20,838.0
1979-04-21,1979-04-21,840.0
1979-04-22,1979-04-22,840.0
1979-04-23,1979-04-23,840.0
1979-04-24,1979-04-24,842.0
1979-04-25,1979-04-25,844.0
1979-04-26,1979-04-26,844.0
1979-04-27,1979-04-27,844.0
1979-04-28,1979-04-28,846.0
1979-04-29,1979-04-29,846.0
1979-04-30,1979-04-30,846.0
1979-05-01,1979-05-01,846.0
1979-05-02,1979-05-02,848.0
1979-05-03,1979-05-03,848.0
1979-05-04,1979-05-04,848.0
1979-05-05,1979-05-05,850.0
1979-05-06,1979-05-06,852.0
1979-05-07,1979-05-07,850.0
1979-05-08,1979-05-08,852.0
1979-05-09,1979-05-09,852.0
1979-05-10,1979-05-10,852.0
1979-05-11,1979-05-11,852.0
1979-05-12,1979-05-12,854.0
1979-05-13,1979-05-13,854.0
1979-05-14,1979-05-14,854.0
1979-05-15,1979-05-15,856.0
1979-05-16,1979-05-16,856.0
1979-05-17,1979-05-17,856.0
1979-05-18,1979-05-18,856.0
1979-05-19,1979-05-19,858.0
1979-05-20,1979-05-20,858.0
1979-05-21,1979-05-21,858.0
1979-05-22,1979-05-22,858.0
1979-05-23,1979-05-23,858.0
1979-05-24,1979-05-24,858.0
1979-05-25,1979-05-25,860.0
1979-05-26,1979-05-26,860.0
1979-05-27,1979-05-27,860.0
1979-05-28,1979-05-28,860.0
1979-05-29,1979-05-29,860.0
1979-05-30,1979-05-30,862.0
1979-05-31,1979-05-31,862.0
1979-06-01,1979-06-01,862.0
1979-06-02,1979-06-02,862.0
1979-06-03,1979-06-03,862.0
1979-06-04,1979-06-04,864.0
1979-06-05,1979-06-05,864.0
1979-06-06,1979-06-06,864.0
1979-06-07,1979-06-07,864.0
1979-06-08,1979-06-08,866.0
1979-06-09,1979-06-09,866.0
1979-06-10,1979-06-10,866.0
1979-06-11,1979-06-11,866.0
1979-06-12,1979-06-12,868.0
1979-06-13,1979-06-13,870.0
1979-06-14,1979-06-14,870.0
1979-06-15,1979-06-15,870.0
1979-06-16,1979-06-16,870.0
1979-06-17,1979-06-17,872.0
1979-06-18,1979-06-18,872.0
1979-06-19,1979-06-19,872.0
1979-06-20,1979-06-20,872.0
1979-06-21,1979-06-21,872.0
1979-06-22,1979-06-22,872.0
1979-06-23,1979-06-23,872.0
1979-06-24,1979-06-24,874.0
1979-06-25,1979-06-25,874.0
1979-06-26,1979-06-26,874.0
1979-06-27,1979-06-27,872.0
1979-06-28,1979-06-28,872.0
1979-06-29,1979-06-29,872.0
1979-06-30,1979-06-30,872.0
1979-07-01,1979-07-01,872.0
1979-07-02,1979-07-02,872.0
1979-07-03,1979-07-03,872.0
1979-07-04,1979-07-04,872.0
1979-07-05,1979-07-05,872.0
1979-07-06,1979-07-06,872.0
1979-07-07,1979-07-07,872.0
1979-07-08,1979-07-08,872.0
1979-07-09,1979-07-09,872.0
1979-07-10,1979-07-10,872.0
1979-07-11,1979-07-11,870.0
1979-07-12,1979-07-12,870.0
1979-07-13,1979-07-13,872.0
1979-07-14,1979-07-14,870.0
1979-07-15,1979-07-15,870.0
1979-07-16,1979-07-16,868.0
1979-07-17,1979-07-17,868.0
1979-07-18,1979-07-18,868.0
1979-07-19,1979-07-19,868.0
1979-07-20,1979-07-20,868.0
1979-07-21,1979-07-21,868.0
1979-07-22,1979-07-22,868.0
1979-07-23,1979-07-23,868.0
1979-07-24,1979-07-24,866.0
1979-07-25,1979-07-25,866.0
1979-07-26,1979-07-26,866.0
1979-07-27,1979-07-27,866.0
1979-07-28,1979-07-28,866.0
1979-07-29,1979-07-29,866.0
1979-07-30,1979-07-30,866.0
1979-07-31,1979-07-31,866.0
1979-08-01,1979-08-01,866.0
1979-08-02,1979-08-02,866.0
1979-08-03,1979-08-03,864.0
1979-08-04,1979-08-04,864.0
1979-08-05,1979-08-05,864.0
1979-08-06,1979-08-06,864.0
1979-08-07,1979-08-07,864.0
1979-08-08,1979-08-08,864.0
1979-08-09,1979-08-09,864.0
1979-08-10,1979-08-10,864.0
1979-08-11,1979-08-11,862.0
1979-08-12,1979-08-12,862.0
1979-08-13,1979-08-13,862.0
1979-08-14,1979-08-14,862.0
1979-08-15,1979-08-15,862.0
1979-08-16,1979-08-16,862.0
1979-08-17,1979-08-17,862.0
1979-08-18,1979-08-18,862.0
1979-08-19,1979-08-19,860.0
1979-08-20,1979-08-20,860.0
1979-08-21,1979-08-21,858.0
1979-08-22,1979-08-22,858.0
1979-08-23,1979-08-23,858.0
1979-08-24,1979-08-24,858.0
1979-08-25,1979-08-25,858.0
1979-08-26,1979-08-26,858.0
1979-08-27,1979-08-27,858.0
1979-08-28,1979-08-28,858.0
1979-08-29,1979-08-29,858.0
1979-08-30,1979-08-30,856.0
1979-08-31,1979-08-31,856.0
1979-09-01,1979-09-01,856.0
1979-09-02,1979-09-02,856.0
1979-09-03,1979-09-03,856.0
1979-09-04,1979-09-04,854.0
1979-09-05,1979-09-05,854.0
1979-09-06,1979-09-06,856.0
1979-09-07,1979-09-07,856.0
1979-09-08,1979-09-08,856.0
1979-09-09,1979-09-09,854.0
1979-09-10,1979-09-10,854.0
1979-09-11,1979-09-11,856.0
1979-09-12,1979-09-12,856.0
1979-09-13,1979-09-13,854.0
1979-09-14,1979-09-14,854.0
1979-09-15,1979-09-15,856.0
1979-09-16,1979-09-16,856.0
1979-09-17,1979-09-17,854.0
1979-09-18,1979-09-18,854.0
1979-09-19,1979-09-19,854.0
1979-09-20,1979-09-20,854.0
1979-09-21,1979-09-21,852.0
1979-09-22,1979-09-22,854.0
1979-09-23,1979-09-23,854.0
1979-09-24,1979-09-24,854.0
1979-09-25,1979-09-25,854.0
1979-09-26,1979-09-26,854.0
1979-09-27,1979-09-27,854.0
1979-09-28,1979-09-28,854.0
1979-09-29,1979-09-29,854.0
1979-09-30,1979-09-30,852.0
1979-10-01,1979-10-01,852.0
1979-10-02,1979-10-02,852.0
1979-10-03,1979-10-03,852.0
1979-10-04,1979-10-04,852.0
1979-10-05,1979-10-05,852.0
1979-10-06,1979-10-06,852.0
1979-10-07,1979-10-07,852.0
1979-10-08,1979-10-08,852.0
1979-10-09,1979-10-09,852.0
1979-10-10,1979-10-10,850.0
1979-10-11,1979-10-11,852.0
1979-10-12,1979-10-12,850.0
1979-10-13,1979-10-13,850.0
1979-10-14,1979-10-14,850.0
1979-10-15,1979-10-15,850.0
1979-10-16,1979-10-16,848.0
1979-10-17,1979-10-17,850.0
1979-10-18,1979-10-18,848.0
1979-10-19,1979-10-19,848.0
1979-10-20,1979-10-20,846.0
1979-10-21,1979-10-21,846.0
1979-10-22,1979-10-22,846.0
1979-10-23,1979-10-23,846.0
1979-10-24,1979-10-24,846.0
1979-10-25,1979-10-25,846.0
1979-10-26,1979-10-26,844.0
1979-10-27,1979-10-27,844.0
1979-10-28,1979-10-28,844.0
1979-10-29,1979-10-29,844.0
1979-10-30,1979-10-30,842.0
1979-10-31,1979-10-31,840.0
1979-11-01,1979-11-01,842.0
1979-11-02,1979-11-02,842.0
1979-11-03,1979-11-03,840.0
1979-11-04,1979-11-04,840.0
1979-11-05,1979-11-05,840.0
1979-11-06,1979-11-06,838.0
1979-11-07,1979-11-07,838.0
1979-11-08,1979-11-08,838.0
1979-11-09,1979-11-09,838.0
